iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.123704415609,0.125552796809,0.123742981692,0.525502318393,0.532407407407,0.538194444444,0.685128205128,0.689230769231,0.695652173913,0.00357703
10,0.121755128656,0.124306588886,0.121341359375,0.536321483771,0.546296296296,0.555555555556,0.686847599165,0.695652173913,0.695238095238,0.017288625
20,0.120758029381,0.1236806597,0.120014622313,0.548686244204,0.555555555556,0.552083333333,0.68669527897,0.692307692308,0.686131386861,0.029219673
30,0.120031056232,0.123295210769,0.119214963159,0.559505409583,0.550925925926,0.552083333333,0.697130712009,0.697819314642,0.692124105012,0.041024948
40,0.120090593606,0.123431689694,0.11933257866,0.54714064915,0.532407407407,0.524305555556,0.692549842602,0.689230769231,0.679156908665,0.049341225
50,0.119405043478,0.122926343424,0.118643884592,0.582689335394,0.555555555556,0.583333333333,0.69730941704,0.690322580645,0.690721649485,0.055269174
60,0.119072908309,0.122884179051,0.118379989524,0.598145285935,0.555555555556,0.604166666667,0.702517162471,0.686274509804,0.696808510638,0.061025934
70,0.118302421558,0.124026045857,0.117081092323,0.584234930448,0.523148148148,0.590277777778,0.700778642937,0.666666666667,0.700507614213,0.066612137
80,0.117950388988,0.122571086501,0.116958176331,0.608964451314,0.555555555556,0.625,0.689570552147,0.659574468085,0.687861271676,0.078870918
90,0.117620276152,0.122379613677,0.116638849696,0.610510046368,0.560185185185,0.631944444444,0.685,0.659498207885,0.686390532544,0.086310742
100,0.117144990085,0.122201982919,0.116334750863,0.608964451314,0.555555555556,0.638888888889,0.678526048285,0.649635036496,0.686746987952,0.094210411
110,0.11686532493,0.121967453914,0.116141966684,0.602782071097,0.564814814815,0.638888888889,0.676729559748,0.654411764706,0.688622754491,0.102505606
120,0.116738047398,0.122026591672,0.115784517363,0.622874806801,0.560185185185,0.635416666667,0.693467336683,0.649446494465,0.688427299703,0.108100503
130,0.116700291111,0.121974028923,0.115761911528,0.622874806801,0.560185185185,0.631944444444,0.695,0.649446494465,0.686390532544,0.112862446
140,0.116439177081,0.121776557551,0.115485753048,0.622874806801,0.574074074074,0.649305555556,0.689567430025,0.654135338346,0.694864048338,0.117448439
150,0.116203086874,0.121672119392,0.115178185922,0.621329211747,0.574074074074,0.645833333333,0.685494223363,0.654135338346,0.690909090909,0.121689189
160,0.116180689833,0.12172137858,0.115181867973,0.622874806801,0.574074074074,0.642361111111,0.684754521964,0.654135338346,0.686930091185,0.127416555
170,0.116047194884,0.121724607817,0.115002419961,0.621329211747,0.560185185185,0.635416666667,0.680573663625,0.641509433962,0.678899082569,0.132354102
180,0.115861952868,0.121633819959,0.114831081304,0.629057187017,0.555555555556,0.621527777778,0.690721649485,0.639097744361,0.670694864048,0.136264563
190,0.11579986811,0.121596235653,0.114752971401,0.629057187017,0.555555555556,0.621527777778,0.68992248062,0.639097744361,0.670694864048,0.140172834
200,0.115045279884,0.121163501887,0.11392243856,0.619783616692,0.587962962963,0.611111111111,0.661157024793,0.645418326693,0.641025641026,0.144733871
210,0.115010549353,0.121227660048,0.11390837797,0.621329211747,0.587962962963,0.611111111111,0.662068965517,0.645418326693,0.641025641026,0.149389032
220,0.114990294698,0.120637275328,0.113768176689,0.621329211747,0.574074074074,0.631944444444,0.662068965517,0.622950819672,0.660256410256,0.154539557
230,0.118466215047,0.124931863669,0.117924390049,0.619783616692,0.532407407407,0.611111111111,0.525096525097,0.395209580838,0.495495495495,0.158768626
240,0.114823610453,0.121046418822,0.113589531196,0.622874806801,0.592592592593,0.614583333333,0.662049861496,0.639344262295,0.64308681672,0.166761414
250,0.114727304861,0.121101809132,0.113367974856,0.622874806801,0.574074074074,0.621527777778,0.67027027027,0.640625,0.656151419558,0.171503762
260,0.114388264016,0.120505261495,0.112964514233,0.627511591963,0.587962962963,0.614583333333,0.674763832659,0.645418326693,0.649842271293,0.176473053
270,0.11415139222,0.120459933489,0.112751126325,0.627511591963,0.592592592593,0.618055555556,0.672998643148,0.648,0.651898734177,0.18020255
280,0.114055533449,0.120304564158,0.112681995313,0.633693972179,0.597222222222,0.611111111111,0.67842605156,0.653386454183,0.647798742138,0.184115899
290,0.113268549478,0.120835553667,0.111211434839,0.619783616692,0.597222222222,0.618055555556,0.670241286863,0.658823529412,0.658385093168,0.188891644
300,0.112929279847,0.12008926825,0.111249095851,0.646058732612,0.564814814815,0.631944444444,0.671449067432,0.594827586207,0.644295302013,0.193068836
310,0.112777865239,0.121139027173,0.11067909022,0.612055641422,0.564814814815,0.628472222222,0.668428005284,0.638461538462,0.672782874618,0.197104536
320,0.112241332125,0.120822714381,0.110431757563,0.642967542504,0.550925925926,0.631944444444,0.662773722628,0.580086580087,0.639455782313,0.200867968
330,0.112456895435,0.120744307723,0.110752239188,0.644513137558,0.550925925926,0.638888888889,0.66275659824,0.580086580087,0.643835616438,0.205052311
340,0.112257091666,0.121049564855,0.110457735571,0.639876352396,0.564814814815,0.642361111111,0.658857979502,0.591304347826,0.648464163823,0.209065145
350,0.111977743536,0.120432000301,0.110079502921,0.639876352396,0.569444444444,0.638888888889,0.660844250364,0.597402597403,0.646258503401,0.213339811
