iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.123572946633,0.123049228937,0.123488053089,0.551777434312,0.532407407407,0.552083333333,0.691489361702,0.675241157556,0.689156626506,0.005712159
10,0.122754883352,0.12246838505,0.122946678852,0.525502318393,0.560185185185,0.545138888889,0.576551724138,0.618473895582,0.586750788644,0.014726888
20,0.12327005938,0.122716836187,0.12362984103,0.519319938176,0.574074074074,0.53125,0.566248256625,0.626016260163,0.571428571429,0.024906895
30,0.121992712502,0.122167460284,0.12206477997,0.528593508501,0.574074074074,0.548611111111,0.593874833555,0.648854961832,0.601226993865,0.036837467
40,0.121466893056,0.122183941294,0.121486590326,0.540958268934,0.587962962963,0.583333333333,0.594815825375,0.650980392157,0.620253164557,0.045028109
50,0.121583971558,0.122365841728,0.121779166125,0.542503863988,0.574074074074,0.5625,0.604278074866,0.646153846154,0.618181818182,0.053538163
60,0.121133016118,0.122003810477,0.121124138,0.550231839258,0.587962962963,0.586805555556,0.596393897365,0.650980392157,0.626959247649,0.062153998
70,0.12091674559,0.121940021536,0.120852936227,0.553323029366,0.574074074074,0.583333333333,0.594670406732,0.632,0.615384615385,0.069423331
80,0.120423480232,0.121634724791,0.120153738415,0.557959814529,0.601851851852,0.590277777778,0.586705202312,0.647540983607,0.611842105263,0.076776046
90,0.120313938269,0.121672309798,0.120013345069,0.561051004637,0.587962962963,0.59375,0.590778097983,0.636734693878,0.613861386139,0.082977034
100,0.119961785458,0.121964452365,0.119568641739,0.568778979907,0.592592592593,0.586805555556,0.596237337192,0.636363636364,0.599326599327,0.088419116
110,0.119601220831,0.121802282215,0.119128772494,0.574961360124,0.592592592593,0.59375,0.603174603175,0.636363636364,0.608695652174,0.092884289
120,0.119402073244,0.122069524431,0.118593648935,0.57341576507,0.583333333333,0.583333333333,0.59649122807,0.618644067797,0.586206896552,0.097318843
130,0.118980537696,0.121906493118,0.117993448167,0.579598145286,0.587962962963,0.586805555556,0.602339181287,0.621276595745,0.588235294118,0.10170785
140,0.118266212723,0.121639640927,0.117037689946,0.587326120556,0.574074074074,0.586805555556,0.630705394191,0.637795275591,0.622222222222,0.106235226
150,0.118055727145,0.121267244476,0.116945310143,0.584234930448,0.597222222222,0.597222222222,0.615164520744,0.641975308642,0.615894039735,0.110585083
160,0.117727839622,0.12069377388,0.116402230983,0.585780525502,0.592592592593,0.600694444444,0.613832853026,0.639344262295,0.610169491525,0.115202843
170,0.117739243932,0.120605477611,0.116375813086,0.588871715611,0.592592592593,0.604166666667,0.617816091954,0.639344262295,0.614864864865,0.119514244
180,0.117430878421,0.120707840359,0.115940270708,0.591962905719,0.597222222222,0.600694444444,0.618497109827,0.639004149378,0.610169491525,0.123404806
190,0.117432259302,0.120653293429,0.11596874395,0.588871715611,0.592592592593,0.604166666667,0.614492753623,0.636363636364,0.612244897959,0.127220483
200,0.116769941935,0.120374962863,0.115346769172,0.591962905719,0.601851851852,0.611111111111,0.618497109827,0.641666666667,0.619047619048,0.131037897
210,0.116820197058,0.120637494121,0.115453552969,0.595054095827,0.597222222222,0.607638888889,0.621387283237,0.635983263598,0.616949152542,0.134922318
220,0.116736826558,0.120566988287,0.115340341274,0.595054095827,0.597222222222,0.607638888889,0.621387283237,0.635983263598,0.616949152542,0.138938922
230,0.116817333476,0.120620935339,0.115482703639,0.596599690881,0.597222222222,0.600694444444,0.622286541245,0.639004149378,0.610169491525,0.142642085
240,0.116571566311,0.120361761167,0.115085106154,0.602782071097,0.587962962963,0.607638888889,0.635460992908,0.630705394191,0.619528619529,0.146409081
250,0.116261129829,0.120218357933,0.114642288271,0.599690880989,0.592592592593,0.611111111111,0.630527817404,0.633333333333,0.621621621622,0.15014801
260,0.115466484942,0.119687091729,0.11380793682,0.610510046368,0.601851851852,0.607638888889,0.641025641026,0.641666666667,0.619528619529,0.153931501
270,0.115141229732,0.119636197444,0.113385731506,0.60741885626,0.592592592593,0.611111111111,0.636103151862,0.63025210084,0.621621621622,0.157658379
280,0.114113608531,0.1198965384,0.112523431352,0.608964451314,0.587962962963,0.597222222222,0.65671641791,0.648221343874,0.630573248408,0.161855596
290,0.113814897586,0.119686869113,0.112243168491,0.610510046368,0.587962962963,0.604166666667,0.658536585366,0.648221343874,0.639240506329,0.165814308
300,0.113615862119,0.119495664368,0.111722934857,0.61514683153,0.597222222222,0.597222222222,0.660300136426,0.650602409639,0.630573248408,0.169523504
310,0.113414958331,0.119457173061,0.111820077312,0.624420401855,0.583333333333,0.59375,0.663900414938,0.642857142857,0.626198083067,0.173343668
320,0.113037885815,0.118978385562,0.111429751067,0.622874806801,0.583333333333,0.590277777778,0.661111111111,0.634146341463,0.621794871795,0.177153752
330,0.112848352392,0.118731070207,0.111234788724,0.625965996909,0.583333333333,0.600694444444,0.664819944598,0.637096774194,0.630225080386,0.180852204
340,0.112211097884,0.118532908534,0.110736441018,0.625965996909,0.574074074074,0.604166666667,0.659154929577,0.622950819672,0.62987012987,0.18458098
350,0.111920231891,0.118528578724,0.110522117942,0.636785162287,0.564814814815,0.600694444444,0.668547249647,0.614754098361,0.62783171521,0.188440366
360,0.111725325137,0.118008811644,0.110153017658,0.636785162287,0.578703703704,0.625,0.667609618105,0.619246861925,0.644736842105,0.192150793
370,0.111562674709,0.117611451562,0.109889062809,0.633693972179,0.587962962963,0.614583333333,0.664780763791,0.630705394191,0.638436482085,0.195841195
380,0.110831954473,0.117984954568,0.109372459763,0.642967542504,0.601851851852,0.628472222222,0.646248085758,0.598130841121,0.613718411552,0.199911963
390,0.110123182118,0.117354285494,0.108564978452,0.642967542504,0.611111111111,0.638888888889,0.64406779661,0.603773584906,0.623188405797,0.203701421
400,0.110042251423,0.117437866942,0.10857189379,0.653786707883,0.625,0.631944444444,0.656441717791,0.608695652174,0.615942028986,0.207388866
410,0.109793936315,0.116863435354,0.108049645318,0.659969088099,0.606481481481,0.649305555556,0.659442724458,0.585365853659,0.635379061372,0.211239429
420,0.109508366769,0.116293047639,0.107608682632,0.667697063369,0.611111111111,0.638888888889,0.670750382848,0.596153846154,0.628571428571,0.214978657
430,0.109343084126,0.115915684988,0.107564157101,0.669242658423,0.615740740741,0.638888888889,0.671779141104,0.602870813397,0.628571428571,0.218831628
440,0.109111355964,0.115939595167,0.107349627698,0.664605873261,0.615740740741,0.642361111111,0.664605873261,0.599033816425,0.63082437276,0.222668155
450,0.108848847318,0.115578055256,0.107034936362,0.666151468315,0.62037037037,0.642361111111,0.670731707317,0.61320754717,0.63082437276,0.226360429
460,0.108660705033,0.115605159865,0.106881166262,0.667697063369,0.62962962963,0.642361111111,0.673748103187,0.626168224299,0.633451957295,0.229959522
470,0.108843398769,0.115837986309,0.107085339161,0.666151468315,0.625,0.645833333333,0.671732522796,0.623255813953,0.63829787234,0.23357958
480,0.108546764647,0.115290809028,0.106748014382,0.667697063369,0.634259259259,0.642361111111,0.674735249622,0.632558139535,0.633451957295,0.237237474
490,0.10846262271,0.11516902125,0.106720416458,0.669242658423,0.625,0.642361111111,0.676737160121,0.623255813953,0.633451957295,0.2409508
500,0.108184758139,0.114547896645,0.106213959674,0.672333848532,0.62962962963,0.65625,0.676829268293,0.626168224299,0.642599277978,0.244821455
510,0.108133688762,0.114939652451,0.106142041751,0.663060278207,0.625,0.659722222222,0.665644171779,0.616113744076,0.647482014388,0.248555619
520,0.10738496634,0.114532180747,0.105317429773,0.670788253478,0.638888888889,0.649305555556,0.678733031674,0.638888888889,0.645614035088,0.252461886
530,0.107215888037,0.114510539915,0.104948104845,0.669242658423,0.625,0.673611111111,0.672782874618,0.626728110599,0.669014084507,0.256407364
540,0.107024699274,0.114234472841,0.104795013968,0.667697063369,0.62962962963,0.673611111111,0.673748103187,0.62962962963,0.669014084507,0.260156726
550,0.105549314396,0.11265088038,0.102993428845,0.666151468315,0.634259259259,0.677083333333,0.691428571429,0.666666666667,0.697068403909,0.263847931
560,0.105185464265,0.111807322531,0.102646291329,0.67542503864,0.638888888889,0.677083333333,0.7,0.666666666667,0.697068403909,0.26764675
570,0.105118932028,0.112156037082,0.102500285288,0.678516228748,0.643518518519,0.677083333333,0.700288184438,0.669527896996,0.695081967213,0.271269069
