iterations,fitness,time,fevals
0,0.0207914411562,1.29990003188e-05,11
10,0.020855883666,2.46870004048e-05,21
20,0.0206386275771,3.84930008295e-05,31
30,0.0208644112445,4.92130020575e-05,41
40,0.0212142122254,5.97360030952e-05,51
50,0.0225447956273,7.11300035618e-05,61
60,0.0226042441395,8.17520030978e-05,71
70,0.0226975859878,9.42100032262e-05,81
80,0.0231252012963,0.000105108001662,91
90,0.0242857560427,0.00011723100215,101
100,0.024525275342,0.000127959003294,111
110,0.0252292329502,0.00014025600467,121
120,0.0257850681742,0.000150902003952,131
130,0.0259890741592,0.000161482003023,141
140,0.0261606324376,0.000171900004716,151
150,0.0269967704014,0.00018407400421,161
160,0.0274145025056,0.000194523003302,171
170,0.0276998133643,0.000208134004424,181
180,0.0284345166547,0.000218564004172,191
190,0.0287732925193,0.000230475003264,201
200,0.028805885415,0.000248018002821,211
210,0.028805885415,0.000258586002019,221
220,0.0296689884688,0.000268972002232,231
230,0.0297060203616,0.000284971001747,241
240,0.0302172101285,0.000295633002679,251
250,0.031061893812,0.000308419001158,261
260,0.0310922450676,0.000319517999742,271
270,0.0317326049061,0.000331158000336,281
280,0.0318570585107,0.000341787001162,291
290,0.0324861787769,0.000353507000909,301
300,0.0324861787769,0.000365208001313,311
310,0.0325277626906,0.000392470001316,321
320,0.0329400139889,0.000404035001338,331
330,0.033053668522,0.000416626002334,341
340,0.0331135498968,0.00042728200242,351
350,0.0338753920214,0.000438782002675,361
360,0.0339870236896,0.000449261002359,371
370,0.0340199886537,0.000471857001685,381
380,0.0340960186726,0.000484433001475,391
390,0.0342323520169,0.000495677000799,401
400,0.0344029680822,0.000509188999786,411
410,0.0361350924566,0.000527031999809,421
420,0.0361680831731,0.000543641999684,431
430,0.0361973238178,0.000555462000193,441
440,0.037725594383,0.000566803999391,451
450,0.0378361922131,0.000580133000767,461
460,0.0378963299041,0.000592078000409,471
470,0.0383029940601,0.000603833001151,481
480,0.0383029940601,0.000622367000688,491
490,0.0383029940601,0.000640608001049,501
500,0.0383029940601,0.00065757700213,511
510,0.0383029940601,0.000681485002133,521
520,0.0383979718103,0.000695114002156,531
530,0.0387532460083,0.000708261000909,541
540,0.0387532460083,0.000722301001588,551
550,0.0387532460083,0.000742041002013,561
560,0.0387532460083,0.000757413001338,571
570,0.0391967860019,0.00076815200191,581
580,0.0391967860019,0.000780207003118,591
590,0.0398579856356,0.000792933002231,601
600,0.0398579856356,0.000803770002676,611
610,0.0398579856356,0.00081590800437,621
620,0.0398579856356,0.000827308003863,631
630,0.0398579856356,0.000838001004013,641
640,0.0406850328307,0.000848854004289,651
650,0.0406850328307,0.000860988004206,661
660,0.0406850328307,0.000871493004524,671
670,0.0406850328307,0.000881807005499,681
680,0.0408608523336,0.000905052005692,691
690,0.0419802082728,0.000937381006224,701
700,0.0423944730655,0.000953759006734,711
710,0.0425976374159,0.000987787007034,721
720,0.0425976374159,0.000999203008178,731
730,0.0428194551503,0.00101647900919,741
740,0.0439849239856,0.00103348501034,751
750,0.0442044928483,0.00104516101055,761
760,0.0442044928483,0.00105553600952,771
770,0.0446152713845,0.00107299601041,781
780,0.0446152713845,0.00108398101111,791
790,0.0446152713845,0.00110081701132,801
800,0.0446152713845,0.00111216801088,811
810,0.0446152713845,0.00112352201177,821
820,0.0446152713845,0.00114140901314,831
830,0.0447841713384,0.00115873101277,841
840,0.0449632626846,0.001175608013,851
850,0.0450825107544,0.00119250501302,861
860,0.0450825107544,0.00120935801351,871
870,0.045865350347,0.00122082401322,881
880,0.0459162404183,0.00124457101265,891
890,0.0459162404183,0.00126157901286,901
900,0.0459162404183,0.00127849801174,911
910,0.0459162404183,0.00129588801246,921
920,0.0459162404183,0.00131334001344,931
930,0.0459162404183,0.00132424001276,941
940,0.0459162404183,0.00133451501279,951
950,0.0459162404183,0.0013456120123,961
960,0.0459162404183,0.00135665201196,971
970,0.0459653093089,0.00137475001247,981
980,0.0459653093089,0.0013936020132,991
990,0.0460142784784,0.00144018001447,1001
1000,0.0460142784784,0.00146872701407,1011
1010,0.0460142784784,0.00148184301361,1021
1020,0.0460142784784,0.00149370401232,1031
1030,0.0460142784784,0.00150826601202,1041
1040,0.0460142784784,0.00152865101336,1051
1050,0.0460142784784,0.00154642601228,1061
1060,0.0460142784784,0.00155955701121,1071
1070,0.0460142784784,0.0015856580103,1081
1080,0.0461596524098,0.00161133601068,1091
1090,0.0461596524098,0.00162300701049,1101
1100,0.0461652361435,0.00163809201149,1111
1110,0.0461652361435,0.00165555001149,1121
1120,0.0461654449615,0.0016757250105,1131
1130,0.0461654449615,0.00175652901089,1141
1140,0.0461654449615,0.00177274501038,1151
1150,0.0461654449615,0.00179399700937,1161
1160,0.0463897588212,0.00181297201016,1171
1170,0.0463897588212,0.00182653300908,1181
1180,0.0463897588212,0.00183969800855,1191
1190,0.0464332683211,0.00185692100786,1201
1200,0.0464332683211,0.00187487700896,1211
1210,0.0464332683211,0.00188799000898,1221
1220,0.0464332683211,0.00190045900854,1231
1230,0.0464332683211,0.00191312500829,1241
1240,0.0465759487306,0.0019460960084,1251
1250,0.0468729448088,0.00195942500977,1261
1260,0.0468729448088,0.0019854710099,1271
1270,0.0468729448088,0.00199823701041,1281
