iterations,fitness,time,fevals
0,563.0,16.010802261,1000
10,588.0,32.048815701,2100
20,630.0,47.98469669,3200
30,666.0,63.157778736,4300
40,702.0,77.783088007,5400
50,724.0,91.708520355,6500
60,738.0,105.637091841,7600
70,738.0,119.995744502,8700
80,744.0,135.314265935,9800
90,744.0,149.839681533,10900
100,748.0,164.835993872,12000
110,748.0,177.923744495,13100
120,744.0,191.311094114,14200
130,744.0,204.363153483,15300
140,752.0,216.769901232,16400
150,750.0,228.993533498,17500
160,750.0,241.537499381,18600
170,752.0,253.76926557,19700
180,752.0,266.05365315,20800
190,752.0,277.960080735,21900
200,752.0,290.143600452,23000
210,752.0,301.95918407,24100
220,754.0,314.568574899,25200
230,752.0,326.984456549,26300
240,754.0,339.431806603,27400
250,756.0,352.088437947,28500
260,754.0,364.940921022,29600
270,752.0,378.809498594,30700
280,754.0,391.952153035,31800
290,752.0,405.318626481,32900
300,756.0,420.181743276,34000
310,756.0,434.434194756,35100
320,754.0,448.652289662,36200
330,752.0,462.288873163,37300
340,754.0,476.028836824,38400
350,752.0,490.43560715,39500
360,756.0,505.126171993,40600
370,756.0,519.399319915,41700
380,754.0,533.94552246,42800
390,754.0,548.111140982,43900
400,754.0,562.198880353,45000
410,758.0,577.942280737,46100
420,754.0,591.751939643,47200
430,754.0,605.825637968,48300
440,756.0,619.689364465,49400
450,754.0,633.827250517,50500
460,754.0,646.896766192,51600
470,754.0,661.001071269,52700
480,758.0,675.338981392,53800
490,758.0,689.501630818,54900
500,758.0,703.876317481,56000
510,758.0,717.552991127,57100
520,760.0,730.911710426,58200
530,760.0,743.661499492,59300
540,762.0,758.137442193,60400
550,760.0,771.880816039,61500
560,756.0,786.586193455,62600
570,758.0,801.765165265,63700
580,760.0,817.734880026,64800
590,760.0,832.791048817,65900
600,758.0,846.800114945,67000
610,762.0,861.77160121,68100
620,764.0,876.421890857,69200
630,762.0,890.732096491,70300
640,766.0,904.549887881,71400
650,764.0,918.364716967,72500
660,762.0,932.088459313,73600
670,764.0,946.46093679,74700
680,766.0,960.176353213,75800
690,766.0,972.992664118,76900
700,764.0,986.854428349,78000
710,764.0,999.882876921,79100
720,760.0,1012.87764508,80200
730,764.0,1026.30322578,81300
740,762.0,1039.11225915,82400
750,766.0,1053.59103351,83500
760,764.0,1069.96572569,84600
770,764.0,1086.6562771,85700
780,762.0,1102.80433241,86800
790,766.0,1116.51694965,87900
800,764.0,1129.88126146,89000
810,762.0,1142.98064723,90100
820,764.0,1155.50495721,91200
830,764.0,1168.13512767,92300
840,762.0,1180.72282141,93400
850,762.0,1193.25867757,94500
860,766.0,1205.85438075,95600
870,766.0,1218.6153809,96700
880,762.0,1231.42975741,97800
890,762.0,1245.34706292,98900
900,766.0,1259.31856722,100000
910,764.0,1273.81673094,101100
920,762.0,1287.25057953,102200
930,764.0,1299.48908805,103300
940,766.0,1311.49676751,104400
950,768.0,1323.8276312,105500
960,766.0,1336.14141741,106600
970,766.0,1348.66542267,107700
980,768.0,1361.50756471,108800
990,770.0,1374.41564684,109900
1000,766.0,1387.27422665,111000
1010,766.0,1400.16936976,112100
1020,764.0,1413.34039276,113200
1030,766.0,1425.69193217,114300
1040,768.0,1438.87540259,115400
1050,768.0,1453.50619389,116500
1060,770.0,1468.90593536,117600
1070,772.0,1484.18249112,118700
1080,774.0,1497.31516426,119800
1090,772.0,1510.08890335,120900
1100,768.0,1522.35418469,122000
1110,774.0,1534.57871555,123100
1120,774.0,1546.65341572,124200
1130,772.0,1559.17747694,125300
1140,772.0,1571.92969531,126400
1150,770.0,1585.44612503,127500
1160,772.0,1598.79247075,128600
1170,772.0,1611.09661515,129700
1180,772.0,1623.13985596,130800
1190,772.0,1635.37938617,131900
1200,776.0,1646.79770549,133000
1210,774.0,1658.93672871,134100
1220,774.0,1671.81429161,135200
1230,776.0,1684.58223825,136300
1240,774.0,1697.18329946,137400
1250,774.0,1709.39372393,138500
1260,776.0,1722.02839195,139600
1270,778.0,1734.61004412,140700
1280,776.0,1747.14186034,141800
1290,780.0,1759.44425179,142900
1300,777.0,1771.62062796,144000
1310,778.0,1783.78231364,145100
1320,776.0,1795.45814134,146200
1330,780.0,1807.04822364,147300
1340,780.0,1818.22560532,148400
1350,780.0,1829.27620279,149500
1360,780.0,1840.52144751,150600
1370,778.0,1851.18255863,151700
1380,780.0,1862.50079676,152800
1390,780.0,1874.09364927,153900
1400,780.0,1885.60031938,155000
1410,778.0,1897.43251076,156100
1420,780.0,1909.44761512,157200
1430,782.0,1921.93515435,158300
1440,782.0,1934.39901189,159400
1450,778.0,1947.02415689,160500
1460,782.0,1959.70457406,161600
1470,782.0,1971.61893478,162700
1480,778.0,1983.57119936,163800
1490,782.0,1995.78049194,164900
1500,778.0,2008.92792669,166000
1510,780.0,2024.45396273,167100
1520,782.0,2042.877974,168200
1530,780.0,2057.8522309,169300
1540,784.0,2072.87034965,170400
1550,782.0,2086.48778347,171500
1560,782.0,2099.13132532,172600
1570,782.0,2111.22086894,173700
1580,782.0,2123.2633054,174800
1590,778.0,2135.25190805,175900
1600,780.0,2146.48337828,177000
1610,782.0,2157.74953713,178100
1620,782.0,2169.43123262,179200
1630,782.0,2182.37881918,180300
1640,782.0,2194.24460268,181400
1650,782.0,2205.84073241,182500
1660,784.0,2217.01915866,183600
1670,782.0,2227.79974072,184700
1680,784.0,2238.94220563,185800
1690,782.0,2250.12005784,186900
1700,782.0,2261.0105623,188000
1710,784.0,2271.80191885,189100
1720,784.0,2282.12701235,190200
1730,784.0,2291.88916048,191300
1740,782.0,2303.2707099,192400
1750,784.0,2314.46344309,193500
1760,784.0,2324.86463531,194600
1770,782.0,2335.05331887,195700
1780,780.0,2345.74137275,196800
1790,784.0,2356.19281057,197900
1800,784.0,2367.10505726,199000
1810,786.0,2378.16766673,200100
1820,782.0,2388.51184731,201200
1830,782.0,2399.34831649,202300
1840,784.0,2410.17536567,203400
1850,784.0,2421.91982793,204500
1860,782.0,2433.34399609,205600
1870,784.0,2444.57787041,206700
1880,788.0,2455.3716695,207800
1890,782.0,2466.52375709,208900
1900,786.0,2478.06447387,210000
1910,782.0,2489.25995658,211100
1920,784.0,2500.19533017,212200
1930,786.0,2510.73573957,213300
1940,786.0,2521.2264603,214400
1950,786.0,2531.5452844,215500
1960,788.0,2541.86934778,216600
1970,784.0,2552.02648627,217700
1980,784.0,2562.2999118,218800
1990,786.0,2572.87743274,219900
2000,786.0,2583.19867617,221000
2010,786.0,2593.54545112,222100
2020,785.0,2603.62639934,223200
2030,786.0,2613.95828536,224300
2040,786.0,2624.77871487,225400
2050,784.0,2636.96560785,226500
